chrom	start	end	bcell_meth	bcell_depth	cd4_meth	cd4_depth	cd8_meth	cd8_depth	monocyte_meth	monocyte_depth	neutrophil_meth	neutrophil_depth	nk_meth	nk_depth
chr3	187021645	187022146	145.0	913.0	765.0	799.0	775.0	810.0	757.0	803.0	868.0	929.0	735.0	773.0
chr3	197733985	197734486	798.0	1830.0	1687.0	1763.0	1950.0	2039.0	1390.0	1470.0	2060.0	2151.0	1377.0	1462.0
chr4	2696164	2696665	126.0	5169.0	3969.0	4104.0	4698.0	4848.0	4476.0	4671.0	5133.0	5343.0	3852.0	4074.0
chr4	2696232	2696733	146.0	5813.0	4517.0	4698.0	5272.0	5504.0	4928.0	5205.0	5649.0	5929.0	4362.0	4712.0
chr4	2696306	2696807	151.0	5967.0	4598.0	4841.0	5353.0	5638.0	4984.0	5338.0	5699.0	6082.0	4432.0	4867.0
chr4	6825071	6825572	1062.0	1132.0	977.0	1060.0	504.0	1013.0	856.0	940.0	1014.0	1127.0	141.0	889.0
chr4	15784737	15785238	281.0	1353.0	1325.0	1366.0	1140.0	1193.0	975.0	1014.0	1297.0	1365.0	1219.0	1296.0
chr4	37816804	37817305	390.0	422.0	443.0	471.0	319.0	415.0	343.0	377.0	435.0	476.0	88.0	385.0
chr4	39632184	39632685	138.0	1819.0	1443.0	1516.0	1446.0	1538.0	1203.0	1264.0	1659.0	1725.0	1282.0	1358.0
chr4	48114098	48114599	2880.0	3158.0	2610.0	3084.0	2329.0	3398.0	2360.0	2684.0	2712.0	3082.0	196.0	2919.0
chr4	48114247	48114748	2760.0	3019.0	2479.0	2950.0	2128.0	3182.0	2261.0	2573.0	2584.0	2942.0	122.0	2800.0
chr4	82992734	82993235	1327.0	1541.0	1254.0	1416.0	919.0	1432.0	936.0	1033.0	1281.0	1430.0	301.0	1499.0
chr4	123288673	123289174	231.0	274.0	245.0	283.0	129.0	282.0	229.0	239.0	296.0	310.0	8.0	265.0
chr4	153451710	153452211	1123.0	1204.0	1207.0	1277.0	1126.0	1216.0	439.0	1156.0	313.0	1647.0	1072.0	1151.0
chr4	165307978	165308479	146.0	147.0	112.0	113.0	116.0	121.0	2.0	142.0	90.0	139.0	134.0	136.0
chr4	184347233	184347734	15.0	526.0	401.0	483.0	360.0	640.0	14.0	519.0	15.0	555.0	60.0	542.0
chr5	6645313	6645814	1745.0	1792.0	1819.0	1866.0	1734.0	1790.0	386.0	1924.0	1127.0	2406.0	1822.0	1896.0
chr5	37308740	37309241	1060.0	1104.0	1092.0	1125.0	1044.0	1082.0	562.0	878.0	711.0	1379.0	1018.0	1055.0
chr5	39020414	39020915	465.0	481.0	464.0	485.0	408.0	426.0	62.0	409.0	135.0	530.0	346.0	381.0
chr5	39186133	39186634	959.0	993.0	243.0	946.0	373.0	919.0	766.0	786.0	1051.0	1093.0	785.0	837.0
chr5	39197594	39198095	564.0	619.0	23.0	594.0	190.0	583.0	423.0	440.0	588.0	614.0	480.0	514.0
chr5	39208439	39208940	1181.0	1253.0	51.0	1068.0	243.0	1112.0	965.0	1033.0	1230.0	1328.0	937.0	1036.0
chr5	56102125	56102626	1178.0	1285.0	219.0	1397.0	748.0	1182.0	1042.0	1087.0	1287.0	1358.0	994.0	1134.0
chr5	69764117	69764618	56.0	68.0	24.0	30.0	50.0	62.0	18.0	91.0	6.0	67.0	66.0	75.0
chr5	70077517	70078018	1260.0	1294.0	1348.0	1396.0	1140.0	1170.0	474.0	1222.0	140.0	1842.0	932.0	966.0
chr5	70077531	70078032	1272.0	1307.0	1370.0	1418.0	1156.0	1189.0	484.0	1232.0	159.0	1861.0	948.0	982.0
chr5	70952951	70953452	326.0	334.0	235.0	243.0	181.0	188.0	78.0	194.0	45.0	255.0	172.0	174.0
chr5	72892932	72893433	437.0	455.0	394.0	403.0	391.0	404.0	315.0	395.0	139.0	482.0	388.0	401.0
chr5	76564471	76564972	616.0	650.0	612.0	646.0	574.0	613.0	357.0	608.0	75.0	800.0	501.0	527.0
chr5	80145049	80145550	671.0	724.0	670.0	696.0	679.0	701.0	116.0	688.0	172.0	842.0	631.0	672.0
chr5	96983668	96984169	833.0	908.0	938.0	996.0	603.0	881.0	760.0	796.0	1045.0	1092.0	292.0	884.0
chr5	139660928	139661429	204.0	1873.0	1915.0	2427.0	1557.0	1857.0	63.0	1697.0	135.0	2388.0	192.0	2106.0
chr5	179694368	179694869	921.0	974.0	1008.0	1056.0	1063.0	1113.0	346.0	829.0	535.0	1064.0	1043.0	1089.0
chr5	179776377	179776878	727.0	773.0	775.0	813.0	811.0	852.0	293.0	616.0	648.0	1023.0	618.0	648.0
chr6	218581	219082	540.0	1372.0	1167.0	1244.0	1124.0	1199.0	729.0	803.0	983.0	1103.0	870.0	922.0
chr6	13434673	13435174	794.0	862.0	827.0	902.0	482.0	835.0	729.0	757.0	856.0	887.0	84.0	819.0
chr6	13760902	13761403	847.0	893.0	898.0	922.0	782.0	815.0	260.0	930.0	563.0	1189.0	802.0	838.0
chr6	16728074	16728575	553.0	571.0	573.0	585.0	498.0	513.0	87.0	489.0	82.0	774.0	600.0	630.0
chr6	33450407	33450908	415.0	464.0	404.0	428.0	406.0	437.0	100.0	367.0	87.0	518.0	332.0	377.0
chr6	35614817	35615318	1377.0	1431.0	1276.0	1321.0	1176.0	1219.0	979.0	1270.0	872.0	1715.0	1197.0	1249.0
chr6	42373521	42374022	1435.0	1580.0	1740.0	1845.0	1532.0	1692.0	632.0	1601.0	854.0	2085.0	1574.0	1672.0
chr6	42766359	42766860	1223.0	1305.0	1382.0	1439.0	806.0	1263.0	1214.0	1264.0	1416.0	1469.0	340.0	1290.0
chr6	53080114	53080615	388.0	402.0	350.0	368.0	378.0	394.0	286.0	396.0	218.0	452.0	304.0	313.0
chr6	53242041	53242542	675.0	835.0	693.0	788.0	733.0	829.0	191.0	773.0	110.0	995.0	684.0	798.0
chr6	89320728	89321229	1011.0	1104.0	1079.0	1161.0	957.0	1044.0	578.0	1075.0	553.0	1160.0	984.0	1083.0
chr6	110205981	110206482	117.0	921.0	865.0	890.0	824.0	851.0	683.0	769.0	1035.0	1075.0	836.0	879.0
chr6	125264535	125265036	493.0	553.0	483.0	562.0	359.0	545.0	466.0	540.0	538.0	616.0	38.0	622.0
chr6	137959218	137959719	715.0	746.0	786.0	807.0	859.0	877.0	122.0	669.0	63.0	978.0	774.0	789.0
chr6	138410272	138410773	774.0	833.0	861.0	919.0	854.0	915.0	221.0	850.0	457.0	1250.0	794.0	845.0
chr6	157144779	157145280	1242.0	1310.0	1266.0	1332.0	1411.0	1472.0	386.0	1194.0	529.0	1634.0	1176.0	1259.0
chr6	158314724	158315225	482.0	509.0	409.0	448.0	438.0	478.0	172.0	454.0	290.0	547.0	481.0	517.0
chr6	163705975	163706476	146.0	1500.0	1269.0	1452.0	1097.0	1378.0	1093.0	1292.0	1539.0	1679.0	1106.0	1232.0
chr7	583661	584162	1841.0	1992.0	320.0	2279.0	363.0	2143.0	1478.0	1800.0	1699.0	2439.0	1948.0	2164.0
chr7	1980105	1980606	373.0	3280.0	2425.0	2682.0	2554.0	2784.0	2249.0	2410.0	3172.0	3590.0	2634.0	2887.0
chr7	1980180	1980681	365.0	3048.0	2327.0	2578.0	2400.0	2628.0	2111.0	2266.0	2999.0	3417.0	2469.0	2716.0
chr7	16668007	16668508	1036.0	1107.0	1149.0	1204.0	1193.0	1263.0	130.0	1135.0	241.0	1521.0	886.0	984.0
chr7	18501994	18502495	113.0	559.0	434.0	505.0	496.0	597.0	511.0	533.0	555.0	594.0	449.0	483.0
chr7	36743163	36743664	578.0	627.0	628.0	667.0	533.0	580.0	121.0	650.0	204.0	836.0	600.0	623.0
chr7	38276570	38277071	139.0	302.0	5.0	6.0	5.0	7.0	113.0	275.0	99.0	360.0	16.0	288.0
chr7	38280609	38281110	905.0	958.0	0.0	0.0	0.0	0.0	784.0	812.0	1107.0	1154.0	161.0	860.0
chr7	38280692	38281193	758.0	800.0	0.0	0.0	0.0	0.0	638.0	662.0	942.0	984.0	58.0	716.0
chr7	38290445	38290946	2662.0	2874.0	0.0	0.0	0.0	0.0	2290.0	2377.0	3590.0	3745.0	2660.0	2752.0
chr7	38290653	38291154	2855.0	3039.0	0.0	0.0	0.0	0.0	2551.0	2656.0	3710.0	3870.0	2655.0	2738.0
chr7	38332439	38332940	2123.0	2194.0	945.0	1017.0	589.0	1298.0	1865.0	1943.0	2643.0	2768.0	230.0	2118.0
chr7	38332467	38332968	2123.0	2194.0	945.0	1017.0	589.0	1298.0	1865.0	1943.0	2643.0	2768.0	230.0	2118.0
chr7	38332852	38333353	846.0	912.0	360.0	410.0	202.0	469.0	840.0	919.0	949.0	1052.0	60.0	848.0
chr7	74231331	74231832	3382.0	6030.0	5852.0	6698.0	4276.0	5224.0	3528.0	5234.0	5449.0	6713.0	646.0	6572.0
chr7	74231339	74231840	3382.0	6030.0	5852.0	6698.0	4276.0	5224.0	3528.0	5234.0	5449.0	6713.0	646.0	6572.0
chr7	74231386	74231887	3366.0	5610.0	5412.0	6186.0	3936.0	4764.0	3408.0	4848.0	5031.0	6153.0	624.0	6054.0
chr7	92313058	92313559	874.0	896.0	948.0	998.0	478.0	878.0	774.0	792.0	976.0	1010.0	36.0	848.0
chr7	92313081	92313582	874.0	896.0	948.0	998.0	478.0	878.0	774.0	792.0	976.0	1010.0	36.0	848.0
chr7	100379332	100379833	927.0	960.0	865.0	910.0	926.0	1043.0	48.0	930.0	89.0	1217.0	933.0	995.0
chr7	101892291	101892792	927.0	1080.0	1107.0	1173.0	1032.0	1129.0	71.0	975.0	35.0	1217.0	1061.0	1167.0
chr7	139732191	139732692	730.0	772.0	620.0	651.0	562.0	600.0	17.0	645.0	41.0	814.0	558.0	638.0
chr7	139873581	139874082	809.0	862.0	792.0	839.0	708.0	855.0	653.0	676.0	902.0	926.0	96.0	746.0
chr7	139874108	139874609	1318.0	1376.0	1343.0	1396.0	1204.0	1405.0	1180.0	1219.0	1421.0	1477.0	203.0	1484.0
chr7	144200722	144201223	32.0	411.0	294.0	313.0	335.0	352.0	303.0	330.0	365.0	380.0	262.0	267.0
chr7	144349780	144350281	52.0	533.0	379.0	396.0	396.0	407.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	144349842	144350343	58.0	547.0	384.0	400.0	407.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7	155997954	155998455	5135.0	5811.0	1401.0	5703.0	2309.0	5397.0	3761.0	4158.0	5521.0	6149.0	4711.0	5232.0
chr7	155997981	155998482	5311.0	6015.0	1441.0	5925.0	2337.0	5547.0	3917.0	4334.0	5703.0	6345.0	4881.0	5422.0
chr7	155998047	155998548	5320.0	5963.0	1339.0	5866.0	2226.0	5491.0	3981.0	4362.0	5746.0	6281.0	4904.0	5396.0
chr7	158803977	158804478	10897.0	11438.0	12932.0	13809.0	5720.0	12508.0	9844.0	10232.0	18500.0	19191.0	961.0	15593.0
chr7	158804012	158804513	12493.0	13082.0	14688.0	15697.0	6723.0	14543.0	11232.0	11699.0	20324.0	21053.0	1041.0	17707.0
chr7	158804047	158804548	15641.0	16254.0	18476.0	19705.0	8373.0	18555.0	14272.0	14799.0	23794.0	24577.0	1171.0	21963.0
chr7	158804068	158804569	16383.0	17003.0	19358.0	20643.0	8758.0	19451.0	14986.0	15541.0	24571.0	25375.0	1248.0	22943.0
chr7	158804099	158804600	16669.0	17309.0	19748.0	21095.0	8722.0	19807.0	15378.0	15949.0	24459.0	25295.0	1214.0	23375.0
chr7	158804117	158804618	16444.0	17069.0	19513.0	20850.0	8507.0	19517.0	15163.0	15729.0	23889.0	24715.0	1159.0	23000.0
chr7	158804171	158804672	17284.0	17909.0	20435.0	21926.0	8749.0	20475.0	15789.0	16381.0	23899.0	24747.0	1153.0	23534.0
chr7	158804190	158804691	17018.0	17622.0	20071.0	21534.0	8483.0	20090.0	15537.0	16122.0	23346.0	24124.0	1062.0	23037.0
chr7	158804274	158804775	16692.0	17276.0	19537.0	21068.0	8453.0	20020.0	15649.0	16178.0	22020.0	22778.0	1030.0	22545.0
chr7	158804276	158804777	16692.0	17276.0	19537.0	21068.0	8453.0	20020.0	15649.0	16178.0	22020.0	22778.0	1030.0	22545.0
chr8	11865221	11865722	1036.0	1148.0	510.0	1387.0	1011.0	1283.0	1193.0	1261.0	1293.0	1390.0	1007.0	1113.0
chr8	47431330	47431831	920.0	975.0	1079.0	1117.0	1002.0	1051.0	165.0	971.0	1110.0	1296.0	909.0	956.0
chr8	66553817	66554318	762.0	813.0	835.0	873.0	663.0	750.0	669.0	714.0	981.0	1012.0	344.0	855.0
chr8	123310834	123311335	608.0	730.0	660.0	828.0	582.0	804.0	457.0	811.0	126.0	906.0	600.0	795.0
chr8	125435577	125436078	960.0	979.0	1075.0	1109.0	863.0	900.0	148.0	882.0	136.0	1243.0	807.0	844.0
chr8	141118172	141118673	77.0	1172.0	993.0	1050.0	1012.0	1108.0	885.0	1048.0	1020.0	1300.0	727.0	1077.0
chr8	141137830	141138331	1603.0	1699.0	1674.0	1788.0	1630.0	1762.0	63.0	1705.0	64.0	2038.0	1649.0	1778.0
chr8	143461066	143461567	1702.0	1944.0	375.0	2332.0	656.0	2134.0	1387.0	1573.0	1880.0	2121.0	1647.0	1860.0
chr9	5947696	5948197	391.0	406.0	293.0	316.0	227.0	381.0	340.0	354.0	369.0	391.0	103.0	325.0
chr9	33829622	33830123	1799.0	1980.0	1815.0	1952.0	1557.0	1661.0	817.0	1781.0	1260.0	2180.0	1615.0	1755.0
chr9	37288992	37289493	735.0	1472.0	1333.0	1392.0	1434.0	1497.0	1088.0	1164.0	1563.0	1610.0	1376.0	1426.0
chr9	84361568	84362069	1371.0	1586.0	1341.0	1496.0	1169.0	1528.0	858.0	1218.0	1012.0	1875.0	1142.0	1256.0
chr9	85583109	85583610	772.0	790.0	796.0	812.0	673.0	697.0	637.0	680.0	524.0	866.0	685.0	706.0
chr9	93479667	93480168	513.0	538.0	555.0	585.0	549.0	570.0	186.0	448.0	24.0	643.0	482.0	513.0
chr9	113526174	113526675	730.0	762.0	608.0	663.0	233.0	848.0	664.0	702.0	827.0	878.0	103.0	666.0
chr9	114369325	114369826	425.0	442.0	433.0	466.0	173.0	383.0	340.0	352.0	481.0	503.0	20.0	410.0
chr9	114655697	114656198	1104.0	1294.0	1086.0	1245.0	1120.0	1375.0	496.0	1143.0	332.0	1369.0	1046.0	1235.0
chr9	114936598	114937099	150.0	154.0	151.0	156.0	159.0	163.0	1.0	113.0	48.0	193.0	151.0	157.0
chr9	120780300	120780801	886.0	922.0	954.0	1000.0	522.0	956.0	844.0	874.0	894.0	914.0	32.0	976.0
chr9	120780318	120780819	886.0	922.0	954.0	1000.0	522.0	956.0	844.0	874.0	894.0	914.0	32.0	976.0
chr9	125190496	125190997	1682.0	1959.0	377.0	2312.0	669.0	1996.0	1402.0	1684.0	1967.0	2365.0	1483.0	1739.0
chr9	136522452	136522953	1966.0	2070.0	1930.0	2057.0	1912.0	2044.0	522.0	1216.0	830.0	2122.0	1582.0	1994.0
chr9	137286528	137287029	217.0	1231.0	1103.0	1216.0	1040.0	1214.0	899.0	1057.0	1248.0	1340.0	1148.0	1244.0
chrX	3702258	3702759	230.0	307.0	163.0	217.0	238.0	267.0	42.0	188.0	56.0	319.0	181.0	245.0
chrY	2992875	2993376	148.0	159.0	76.0	80.0	155.0	161.0	18.0	111.0	19.0	150.0	149.0	157.0
chrY	3005595	3006096	77.0	84.0	51.0	52.0	64.0	66.0	5.0	24.0	22.0	105.0	36.0	40.0
chrY	3008930	3009431	18.0	18.0	15.0	15.0	15.0	15.0	47.0	49.0	3.0	60.0	55.0	58.0
chrY	3009604	3010105	95.0	96.0	101.0	104.0	138.0	141.0	66.0	74.0	39.0	178.0	115.0	124.0
chrY	7280431	7280932	79.0	124.0	59.0	135.0	54.0	147.0	130.0	151.0	187.0	226.0	52.0	139.0
chrY	7371095	7371596	110.0	112.0	79.0	83.0	120.0	125.0	80.0	101.0	141.0	177.0	113.0	122.0
chrY	7878818	7879319	19.0	19.0	14.0	15.0	17.0	17.0	14.0	15.0	0.0	32.0	17.0	17.0
chrY	12542664	12543165	14.0	228.0	193.0	212.0	195.0	261.0	244.0	266.0	367.0	424.0	338.0	398.0
chrY	12542704	12543205	14.0	204.0	174.0	188.0	184.0	240.0	224.0	246.0	322.0	378.0	326.0	380.0
chrY	12696612	12697113	41.0	153.0	95.0	100.0	132.0	135.0	178.0	186.0	215.0	224.0	124.0	132.0
chrY	12742720	12743221	94.0	95.0	79.0	80.0	101.0	104.0	47.0	62.0	31.0	155.0	83.0	88.0
chrY	13343891	13344392	51.0	52.0	70.0	72.0	60.0	60.0	73.0	79.0	67.0	84.0	80.0	84.0
chrY	13347163	13347664	324.0	372.0	326.0	330.0	358.0	368.0	160.0	390.0	130.0	582.0	318.0	338.0
chrY	13347193	13347694	339.0	387.0	349.0	353.0	388.0	398.0	175.0	410.0	145.0	606.0	340.0	361.0
chrY	13379518	13380019	37.0	42.0	23.0	31.0	14.0	32.0	29.0	30.0	53.0	56.0	35.0	41.0
chrY	19586308	19586809	375.0	382.0	256.0	272.0	434.0	460.0	297.0	473.0	372.0	678.0	372.0	391.0
chrY	19586332	19586833	356.0	362.0	248.0	262.0	410.0	434.0	284.0	460.0	348.0	648.0	352.0	368.0
chrY	21007613	21008114	16.0	47.0	62.0	73.0	59.0	77.0	20.0	68.0	40.0	112.0	30.0	72.0
